,#AUTHID,STATUS,sentiNEG,sentiPOS,sentiNEU,sentiCOMPOUND,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,Unnamed: 20,Unnamed: 21
3020,810c70fdd8c82cb4e0afc1e8cc62759a,new working laptop,0.379,0.181,0.44,-0.5574,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,09/29/09 05:39 PM,644,203058,98.38,0.01,204908,0.5,0.05,,
3021,810c70fdd8c82cb4e0afc1e8cc62759a,thing 11 hour bus ride chennai maduraiwe diedespite multiple attempt bus driver surprisenly hit dogs pedestrians bicycles motos car trucksvery surprising,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,09-07-2009 18:35,644,203058,98.38,0.01,204908,0.5,0.05,,
3022,810c70fdd8c82cb4e0afc1e8cc62759a,wonder president wearing white sox coat,0.375,0,0.625,-0.34,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10-02-2009 01:58,644,203058,98.38,0.01,204908,0.5,0.05,,
3023,810c70fdd8c82cb4e0afc1e8cc62759a,attacked monkey kodaikanal luckly bit jean leg since hear rabies shot lot fun,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,09-04-2009 15:02,644,203058,98.38,0.01,204908,0.5,0.05,,
3024,810c70fdd8c82cb4e0afc1e8cc62759a,iowa,0.459,0,0.541,-0.7783,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10/16/09 05:26 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3025,810c70fdd8c82cb4e0afc1e8cc62759a,handed random baby temple photo opthappy pongal,0.25,0.38,0.37,0.34,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10/21/09 06:38 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3026,810c70fdd8c82cb4e0afc1e8cc62759a,starting long process heading home,0,0.669,0.331,0.8442,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10-12-2009 04:07,644,203058,98.38,0.01,204908,0.5,0.05,,
3027,810c70fdd8c82cb4e0afc1e8cc62759a,glad hawk even rural india watch game,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10-03-2009 18:06,644,203058,98.38,0.01,204908,0.5,0.05,,
3028,810c70fdd8c82cb4e0afc1e8cc62759a,purchased sari wearing years party tonight,0,0.565,0.435,0.5994,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,09/30/09 05:57 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3029,810c70fdd8c82cb4e0afc1e8cc62759a,dear iowa winter win,0,0.487,0.513,0.6908,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10/24/09 06:10 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3030,810c70fdd8c82cb4e0afc1e8cc62759a,let the good times roll,0,0.551,0.449,0.5994,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10-03-2009 21:17,644,203058,98.38,0.01,204908,0.5,0.05,,
3031,810c70fdd8c82cb4e0afc1e8cc62759a,no patriotic panties stupid facebook ad,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10/18/09 07:05 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3032,810c70fdd8c82cb4e0afc1e8cc62759a,apparently michael jackson really missed though,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10-10-2009 08:18,644,203058,98.38,0.01,204908,0.5,0.05,,
3033,810c70fdd8c82cb4e0afc1e8cc62759a,pretty weekend party close pcc friend,0,0.714,0.286,0.3612,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10/25/09 08:34 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3034,810c70fdd8c82cb4e0afc1e8cc62759a,trying whats mind,0.744,0,0.256,-0.4404,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,09/21/09 03:53 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3035,810c70fdd8c82cb4e0afc1e8cc62759a,behind wheel vehicle today nearly crapped pance,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10-01-2009 04:51,644,203058,98.38,0.01,204908,0.5,0.05,,
3036,810c70fdd8c82cb4e0afc1e8cc62759a,permitted driver organ donor,0.088,0.157,0.755,0.2732,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,10/13/09 01:26 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3037,810c70fdd8c82cb4e0afc1e8cc62759a,sucks person saw thought absolutely lovable personality nicest smile ever try let mean around somewhat fail keep touch nearly every week around year,0,0.531,0.469,0.5267,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,11/18/09 06:21 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3038,810c70fdd8c82cb4e0afc1e8cc62759a,time plan tell fail time longest heartfelt note show find grand chance maybe tell they've meant else ever known find they've relationship someone else,0,0.845,0.155,0.8979,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,11/25/09 07:54 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3039,810c70fdd8c82cb4e0afc1e8cc62759a,saw airforce yesterday otis air force base,0,0.545,0.455,0.34,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,11/29/09 11:04 PM,644,203058,98.38,0.01,204908,0.5,0.05,,
3040,810c70fdd8c82cb4e0afc1e8cc62759a,nickelback concert,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,11/23/09 05:18 AM,644,203058,98.38,0.01,204908,0.5,0.05,,
3041,810c70fdd8c82cb4e0afc1e8cc62759a,enjoyed thriller stage oktoberfest,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,11-12-2009 05:33,644,203058,98.38,0.01,204908,0.5,0.05,,
3042,810c70fdd8c82cb4e0afc1e8cc62759a,two time period,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,12-09-2009 06:09,644,203058,98.38,0.01,204908,0.5,0.05,,
3043,810c70fdd8c82cb4e0afc1e8cc62759a,snow day woohoo ha status update three months umm giggidy giggidy goo,0,0.508,0.492,0.7351,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,12-10-2009 07:55,644,203058,98.38,0.01,204908,0.5,0.05,,
3044,810c70fdd8c82cb4e0afc1e8cc62759a,sj tonight hell town till saturday morning call rescue boredom house,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,11/24/09 08:40 PM,644,203058,98.38,0.01,204908,0.5,0.05,,
3045,810c70fdd8c82cb4e0afc1e8cc62759a,unexplainably Skepticalannoyedundecideduneasyorhesitant,0,0.531,0.469,0.5267,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,07-09-2009 08:00,644,203058,98.38,0.01,204908,0.5,0.05,,
3046,810c70fdd8c82cb4e0afc1e8cc62759a,san jose disappears otherness sacramento,0,0,1,0,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,12-11-2009 07:41,644,203058,98.38,0.01,204908,0.5,0.05,,
3047,810c70fdd8c82cb4e0afc1e8cc62759a,waking obscenely early couple days breakfast ive awake hour half,0,0.313,0.687,0.6249,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,01-08-2010 21:53,644,203058,98.38,0.01,204908,0.5,0.05,,
3048,5299b573a6caaf4aebfb3cf6bc8acfd8,,0.483,0,0.517,-0.4215,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/15/09 09:14 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3049,5299b573a6caaf4aebfb3cf6bc8acfd8,failing life give extra bureaucratic hoop keep proving fail jumping,0,0.468,0.532,0.5456,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/17/09 11:42 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3050,5299b573a6caaf4aebfb3cf6bc8acfd8,world week intends awesome fix problems,0,0.63,0.37,0.5267,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/18/09 11:54 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3051,5299b573a6caaf4aebfb3cf6bc8acfd8,love beautiful music every shape size,0.881,0,0.119,-0.8126,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/17/09 03:02 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3052,5299b573a6caaf4aebfb3cf6bc8acfd8,catching facebook,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/18/09 11:31 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3053,5299b573a6caaf4aebfb3cf6bc8acfd8,leaving anaheim super soon,0,0.687,0.313,0.659,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/25/09 12:36 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3054,5299b573a6caaf4aebfb3cf6bc8acfd8,fantabulous week thank sj friend making happen you,0.266,0.302,0.432,0.128,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/22/09 04:19 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3055,5299b573a6caaf4aebfb3cf6bc8acfd8,hoping sunday turn well saturday did,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07-02-2009 00:16,457,100045,96.44,0.02,102101,0.49,0.16,,
3056,5299b573a6caaf4aebfb3cf6bc8acfd8,run errand,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/29/09 10:11 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3057,5299b573a6caaf4aebfb3cf6bc8acfd8,cannot fall asleep,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07-11-2009 16:46,457,100045,96.44,0.02,102101,0.49,0.16,,
3058,5299b573a6caaf4aebfb3cf6bc8acfd8,like rained,0,0.333,0.667,0.4588,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07-11-2009 16:32,457,100045,96.44,0.02,102101,0.49,0.16,,
3059,5299b573a6caaf4aebfb3cf6bc8acfd8,tired bed,0,0.619,0.381,0.8858,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07/13/09 10:52 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3060,5299b573a6caaf4aebfb3cf6bc8acfd8,classety class class class Skepticalannoyedundecideduneasyorhesitant,1,0,0,-0.1027,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/15/09 11:17 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3061,5299b573a6caaf4aebfb3cf6bc8acfd8,frozen carbonite slowly digested thousand year bowel sarlaac pay owe him agree post status,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07/21/09 08:29 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3062,5299b573a6caaf4aebfb3cf6bc8acfd8,bit relaxation hour beethoven,0.253,0.28,0.467,0.1027,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07/28/09 12:34 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3063,5299b573a6caaf4aebfb3cf6bc8acfd8,congratulation allhallowians enjoyed wonderful concert,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/20/09 01:06 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3064,5299b573a6caaf4aebfb3cf6bc8acfd8,need internal motivation,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07-06-2009 20:42,457,100045,96.44,0.02,102101,0.49,0.16,,
3065,5299b573a6caaf4aebfb3cf6bc8acfd8,hw tomorrow wednesday done,0.273,0,0.727,-0.128,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,08/14/09 01:15 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3066,5299b573a6caaf4aebfb3cf6bc8acfd8,walk hw,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07-09-2009 20:48,457,100045,96.44,0.02,102101,0.49,0.16,,
3067,5299b573a6caaf4aebfb3cf6bc8acfd8,adding fingers crossed,0,0.635,0.365,0.9217,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07/18/09 04:24 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3068,5299b573a6caaf4aebfb3cf6bc8acfd8,two rehearsal back whew relaxation nice long sleep,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07/31/09 08:16 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3069,5299b573a6caaf4aebfb3cf6bc8acfd8,english english english,0.479,0,0.521,-0.6808,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07/15/09 10:43 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3070,5299b573a6caaf4aebfb3cf6bc8acfd8,another week school yay,0,0.73,0.27,0.9829,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,09/18/09 09:33 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3071,5299b573a6caaf4aebfb3cf6bc8acfd8,autumn cleaning,0.203,0.362,0.435,0.2732,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,08/30/09 11:22 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3072,5299b573a6caaf4aebfb3cf6bc8acfd8,think awesome hes sitting room sweater left window open day,0.193,0.257,0.55,0.1027,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,08/23/09 07:37 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3073,5299b573a6caaf4aebfb3cf6bc8acfd8,darn propnames inside unhappy,0,0.464,0.536,0.886,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10-03-2009 17:44,457,100045,96.44,0.02,102101,0.49,0.16,,
3074,5299b573a6caaf4aebfb3cf6bc8acfd8,laundry almost done lovely walk,0.236,0.132,0.631,-0.3214,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10-07-2009 20:26,457,100045,96.44,0.02,102101,0.49,0.16,,
3075,5299b573a6caaf4aebfb3cf6bc8acfd8,yay beethoven over,0,0.714,0.286,0.6124,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10-03-2009 20:33,457,100045,96.44,0.02,102101,0.49,0.16,,
3076,5299b573a6caaf4aebfb3cf6bc8acfd8,hate dishonest Skepticalannoyedundecideduneasyorhesitant,0.084,0.147,0.769,0.2023,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,09/30/09 01:26 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3077,5299b573a6caaf4aebfb3cf6bc8acfd8,sleep,0.084,0.147,0.769,0.2023,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10-05-2009 04:01,457,100045,96.44,0.02,102101,0.49,0.16,,
3078,5299b573a6caaf4aebfb3cf6bc8acfd8,sunday quite awesome p,0.084,0.147,0.769,0.2023,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,09-09-2009 20:34,457,100045,96.44,0.02,102101,0.49,0.16,,
3079,5299b573a6caaf4aebfb3cf6bc8acfd8,hate get choir 9Happyfacesmiley0 1000 glee online till 1,0.084,0.147,0.769,0.2023,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10-10-2009 13:47,457,100045,96.44,0.02,102101,0.49,0.16,,
3080,5299b573a6caaf4aebfb3cf6bc8acfd8,brain walk,0,0.487,0.513,0.765,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10/19/09 03:14 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3081,5299b573a6caaf4aebfb3cf6bc8acfd8,question actually use poke feature facebook anymore,0,0.172,0.828,0.4404,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10/26/09 09:05 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3082,5299b573a6caaf4aebfb3cf6bc8acfd8,think chrome long since tried it getting fed enough firefox he's willing give another shot,0,0.326,0.674,0.743,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,09/30/09 12:02 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3083,5299b573a6caaf4aebfb3cf6bc8acfd8,8 invite google wave id try shared class me let in,0,0.417,0.583,0.7831,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,11-07-2009 13:38,457,100045,96.44,0.02,102101,0.49,0.16,,
3084,5299b573a6caaf4aebfb3cf6bc8acfd8,thank everyone wonderful birthday wishes quite pleasant harrassed facebook 1 year Winkorsmirk,0.5,0,0.5,-0.25,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,11/18/09 05:17 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3085,5299b573a6caaf4aebfb3cf6bc8acfd8,blah,0,0.598,0.402,0.9653,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10/15/09 04:28 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3086,5299b573a6caaf4aebfb3cf6bc8acfd8,started working mozart aria bit late itll,0,0.241,0.759,0.5423,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10/23/09 04:59 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3087,5299b573a6caaf4aebfb3cf6bc8acfd8,officially bit stupidhead crazy notion idiocy might screw certain oh well,0.267,0.324,0.409,0.2023,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,10/31/09 01:04 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3088,5299b573a6caaf4aebfb3cf6bc8acfd8,every ive held rose seems felt thorn,0.13,0.618,0.252,0.9652,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,06/20/09 12:44 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3089,5299b573a6caaf4aebfb3cf6bc8acfd8,wowza running tomorrow morning supa early,0,0.435,0.565,0.7717,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,12/13/09 05:42 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3090,5299b573a6caaf4aebfb3cf6bc8acfd8,must work facebook demand time,0.128,0,0.872,-0.296,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,07/17/09 12:23 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3091,5299b573a6caaf4aebfb3cf6bc8acfd8,transparent,0.082,0.422,0.496,0.8625,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/14/10 03:59 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3092,5299b573a6caaf4aebfb3cf6bc8acfd8,think impossible heavenly minded watch too heavenly minded greatest here,0,0.061,0.939,0.0258,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01-12-2010 23:12,457,100045,96.44,0.02,102101,0.49,0.16,,
3093,5299b573a6caaf4aebfb3cf6bc8acfd8,prospering tree eat fruit prospering tree produce fruit others might eat,0,0.213,0.787,0.5859,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01-04-2010 22:57,457,100045,96.44,0.02,102101,0.49,0.16,,
3094,5299b573a6caaf4aebfb3cf6bc8acfd8,knowledge without repentance torch light hell,0.277,0.511,0.213,0.2732,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/19/10 06:58 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3095,5299b573a6caaf4aebfb3cf6bc8acfd8,hallelujah hallelujah holy holy lord god almighty worthy lamb worthy lamb slain unto glory honor praise may bring glory name,0,0.368,0.632,0.9186,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01-09-2010 00:09,457,100045,96.44,0.02,102101,0.49,0.16,,
3096,5299b573a6caaf4aebfb3cf6bc8acfd8,praying hard scatter seed earth,0.277,0.511,0.213,0.2732,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/16/10 02:14 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3097,5299b573a6caaf4aebfb3cf6bc8acfd8,wonder absolute absurdity man's hatred christ summed goodness capable two commands one u even follows them,0,0.42,0.58,0.7003,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/16/10 01:22 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3098,5299b573a6caaf4aebfb3cf6bc8acfd8,say father day honor heavenly father whos never forsaken let down may ever praised dad,0.386,0.253,0.361,-0.3182,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/21/10 09:46 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3099,5299b573a6caaf4aebfb3cf6bc8acfd8,completely insane anticipation tminus 24 hour til propnames arrival nashville,0.152,0.442,0.406,0.6908,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01-10-2010 07:40,457,100045,96.44,0.02,102101,0.49,0.16,,
3100,5299b573a6caaf4aebfb3cf6bc8acfd8,god faithful word given,0.045,0.581,0.374,0.9795,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/27/10 01:25 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3101,5299b573a6caaf4aebfb3cf6bc8acfd8,awakening lord awaken sleeper let eye burst open rising light spirit let mercy wash u let holiness mold u image son break u fire build u ashes dry old b,0.187,0.347,0.467,0.34,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/24/10 09:51 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3102,5299b573a6caaf4aebfb3cf6bc8acfd8,awakening lord awaken sleeper let eye burst open rising light spirit let mercy wash u let holiness mold u image son break u fire build u ashes dry old b,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/29/10 03:37 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3103,5299b573a6caaf4aebfb3cf6bc8acfd8,awakening lord awaken sleeper let eye burst open rising light spirit let mercy wash u let holiness mold u image son break u fire build u ashes dry old b,0.324,0.382,0.294,0.296,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/25/10 06:56 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3104,5299b573a6caaf4aebfb3cf6bc8acfd8,awakening lord awaken sleeper let eye burst open rising light spirit let mercy wash u let holiness mold u image son break u fire build u ashes dry old b,0,0.388,0.612,0.6908,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/26/10 10:09 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3105,5299b573a6caaf4aebfb3cf6bc8acfd8,whatever come me goodness god chooses power known thank you lord,0.2,0,0.8,-0.5423,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/27/10 06:39 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3106,5299b573a6caaf4aebfb3cf6bc8acfd8,conformed image christ jesus must learn something you must learn someone meet conditions easy impossible,0.235,0.493,0.272,0.7681,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,09-11-2009 05:56,457,100045,96.44,0.02,102101,0.49,0.16,,
3107,5299b573a6caaf4aebfb3cf6bc8acfd8,lord let glory fall ancient day let fall them let grace made known eternally mightily,0.138,0.489,0.372,0.765,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/28/10 07:04 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3108,5299b573a6caaf4aebfb3cf6bc8acfd8,paul say i thing christ strengthens mei think i nothing without you dear jesus strengthens me,0.198,0.227,0.574,0.2732,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/19/10 09:55 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3109,5299b573a6caaf4aebfb3cf6bc8acfd8,hunger thirst righteousness,0,0,1,0,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/30/10 12:04 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3110,5299b573a6caaf4aebfb3cf6bc8acfd8,truly know little thank you oh lord wise mighty thank you lord grace know limit bounds pray done earth heaven give glory lives,0.063,0.356,0.58,0.9022,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02-02-2010 04:01,457,100045,96.44,0.02,102101,0.49,0.16,,
3111,5299b573a6caaf4aebfb3cf6bc8acfd8,is learning peace harder Winkorsmirk lord are are teach you teach be,0.252,0.217,0.531,-0.2023,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/17/10 06:55 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3112,5299b573a6caaf4aebfb3cf6bc8acfd8,gladly boast weaknesses weak strong might oh lord endless please cover me please cover belovedlest fall overwhelming shame weight imperfections,0,0.513,0.487,0.8625,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02-03-2010 01:39,457,100045,96.44,0.02,102101,0.49,0.16,,
3113,5299b573a6caaf4aebfb3cf6bc8acfd8,let lean staff daysbroken weak weakness let lift hand honor praise saved merit thank dear father make goodness known me may glorified,0.112,0.276,0.612,0.4939,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02-05-2010 00:11,457,100045,96.44,0.02,102101,0.49,0.16,,
3114,5299b573a6caaf4aebfb3cf6bc8acfd8,tax collector standing afar even raise eye heaven pray god merciful me sinner,0,0.662,0.338,0.9136,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02-06-2010 13:59,457,100045,96.44,0.02,102101,0.49,0.16,,
3115,5299b573a6caaf4aebfb3cf6bc8acfd8,stop regarding men account he isaiah 222 nothing nosefull breath oh man frail you expect regard i,0.169,0.209,0.622,0.1783,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02/13/10 02:40 AM,457,100045,96.44,0.02,102101,0.49,0.16,,
3116,5299b573a6caaf4aebfb3cf6bc8acfd8,deer panting living water thirst living god thirst rest precious lord carry even strongest lack strength stand own amen,0.191,0.321,0.488,0.6361,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,01/22/10 09:45 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3117,5299b573a6caaf4aebfb3cf6bc8acfd8,gimme eye second gimme eye see everything keep missin gimme humanity gimme arm brokenhearted one far beyond reach,0.198,0,0.802,-0.4939,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02-07-2010 22:35,457,100045,96.44,0.02,102101,0.49,0.16,,
3118,5299b573a6caaf4aebfb3cf6bc8acfd8,jesus lover soul jesus never let go taken mirey place set foot upon rock know,0.078,0.348,0.574,0.765,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02-09-2010 21:24,457,100045,96.44,0.02,102101,0.49,0.16,,
3119,5299b573a6caaf4aebfb3cf6bc8acfd8,excited serious thats,0.132,0.509,0.359,0.9274,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02/14/10 06:57 PM,457,100045,96.44,0.02,102101,0.49,0.16,,
3120,5299b573a6caaf4aebfb3cf6bc8acfd8,you oh lord created things sustains things know things thing came you you return unto breast whence came blessing honor glory you oh father song spiritpraising origin you god,0,0.241,0.759,0.8481,4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,02-10-2010 18:39,457,100045,96.44,0.02,102101,0.49,0.16,,
3121,b4a21c82de4011033c8ac67081ff939c,excited serious thats,0.1,0.183,0.717,0.0772,4.55,2.2,3.3,3.9,3.65,y,n,n,y,n,06/24/09 11:25 PM,254,30611.8,96.03,0.02,31359,0.49,0.09,,
3122,b4a21c82de4011033c8ac67081ff939c,lord portion christ trusted provide help ever needed let same,0.104,0.334,0.563,0.6497,4.55,2.2,3.3,3.9,3.65,y,n,n,y,n,06/16/09 03:26 AM,254,30611.8,96.03,0.02,31359,0.49,0.09,,
3123,b4a21c82de4011033c8ac67081ff939c,love broken mean fought hard give up ill wrestle you oh god jacob let go,0.222,0.46,0.317,0.4588,4.55,2.2,3.3,3.9,3.65,y,n,n,y,n,07-06-2009 12:20,254,30611.8,96.03,0.02,31359,0.49,0.09,,
3124,b4a21c82de4011033c8ac67081ff939c,think kind nonfunny cosmic joke ever defeat pridehe find proud humility p call,0,0.6,0.4,0.91,4.55,2.2,3.3,3.9,3.65,y,n,n,y,n,07-07-2009 23:57,254,30611.8,96.03,0.02,31359,0.49,0.09,,
